A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,y
9.2,0.42,7.4,3.03,43.0,0.37,0.2,0.048,0.9995,16.95,190.0,0
9.3,0.51,8.3,3.01,62.0,0.58,0.21,0.049,1.0006,17.1,213.0,0
8.9,0.47,7.2,3.05,35.0,0.35,0.21,0.048,0.9982,14.5,178.0,0
10.6,0.43,7.1,3.42,24.0,0.4,0.21,0.069,0.9928,1.2,156.0,0
8.8,0.32,7.4,3.09,52.0,0.31,0.24,0.045,0.9963,8.4,183.0,1
10.2,0.37,6.5,3.32,44.0,0.26,0.28,0.04,0.9956,8.8,139.0,0
10.1,0.34,6.5,3.31,32.0,0.25,0.29,0.039,0.9962,10.6,120.0,0
9.4,0.38,6.3,3.28,52.0,0.25,0.27,0.038,0.995,5.8,155.0,0
11.8,0.43,6.3,3.27,45.0,0.42,0.17,0.028,0.9908,2.8,107.0,0
11.4,0.53,6.3,3.44,59.0,0.4,0.16,0.033,0.9914,1.6,148.0,1
10.7,0.42,7.9,3.12,6.0,0.39,0.29,0.036,0.9938,6.7,117.0,1
8.6,0.45,7.3,3.06,58.0,0.69,0.31,0.041,0.9977,10.2,160.0,1
12.1,0.61,8.0,3.06,15.0,0.37,0.18,0.04,0.9912,1.3,96.0,0
9.9,0.44,6.5,3.52,55.0,0.34,0.22,0.053,0.9983,12.0,177.0,0
10.7,0.44,7.4,3.28,22.0,0.4,0.18,0.047,0.9937,1.6,102.0,1
10.5,0.52,5.9,3.29,11.0,0.13,0.415,0.04,0.9922,1.4,64.0,1
9.7,0.64,8.1,3.31,33.0,0.34,0.45,0.037,0.9976,8.3,216.0,1
10.5,0.52,5.8,3.29,11.0,0.13,0.415,0.04,0.9922,1.4,64.0,1
9.0,0.33,6.4,3.28,26.0,0.16,0.5,0.042,0.9974,12.9,138.0,1
9.2,0.45,6.7,3.54,34.0,0.32,0.105,0.051,0.998,12.4,106.0,0
10.1,0.48,6.0,3.17,30.0,0.3,0.4,0.047,0.9931,1.6,117.0,0
10.8,0.46,9.8,2.93,11.0,0.45,0.36,0.042,0.9944,1.6,124.0,1
10.9,0.49,9.6,2.96,19.0,0.4,0.23,0.044,0.9937,1.5,135.0,1
9.2,0.46,6.3,3.2,33.0,0.45,0.55,0.047,0.9974,13.0,182.0,0
9.5,0.46,5.7,3.27,21.0,0.27,0.1,0.047,0.9928,1.3,100.0,1
9.1,0.43,6.9,3.19,36.0,0.28,0.2,0.048,0.9936,1.2,159.0,0
9.7,0.52,6.9,3.2,24.0,0.34,0.23,0.047,0.9944,4.0,128.0,0
9.1,0.54,6.8,3.17,28.0,0.31,0.39,0.043,0.9988,14.35,162.0,1
10.0,0.43,8.7,2.99,27.0,0.42,0.22,0.053,0.994,2.3,114.0,1
10.4,0.42,7.4,3.25,19.0,0.34,0.41,0.042,0.9953,4.7,127.0,1
9.5,0.47,6.7,3.44,30.0,0.34,0.25,0.048,0.9986,12.85,161.0,0
9.5,0.58,9.2,3.14,39.0,0.46,0.28,0.058,0.996,3.2,133.0,1
11.5,0.34,9.0,2.99,26.0,0.49,0.31,0.034,0.9937,6.9,91.0,1
10.6,0.46,8.5,3.14,17.0,0.33,0.16,0.076,0.9921,1.0,57.0,0
10.2,0.61,9.3,3.17,30.0,0.49,0.34,0.052,0.998,7.3,146.0,1
9.5,0.58,9.2,3.14,39.0,0.46,0.28,0.058,0.996,3.2,133.0,1
10.5,0.45,7.2,3.25,27.0,0.3,0.24,0.048,0.9933,1.6,131.0,1
10.5,0.44,7.2,3.26,27.0,0.32,0.25,0.047,0.9933,1.5,132.0,1
8.9,0.41,6.8,3.14,71.0,0.18,0.32,0.041,0.9959,7.5,223.0,1
10.6,0.41,9.1,3.03,15.0,0.32,0.27,0.031,0.9936,1.1,151.0,1
9.5,0.49,8.9,3.17,12.0,0.32,0.34,0.041,0.9953,1.3,188.0,1
10.8,0.49,7.0,3.2,29.0,0.37,0.17,0.025,0.9938,5.7,111.0,0
9.5,0.35,6.7,3.14,61.0,0.23,0.25,0.038,0.9952,7.2,220.0,1
8.9,0.4,6.9,3.13,69.0,0.17,0.32,0.042,0.9959,7.6,219.0,1
8.9,0.41,6.8,3.14,71.0,0.18,0.32,0.041,0.9959,7.5,223.0,1
10.6,0.35,5.3,3.5,26.0,0.07,0.395,0.035,0.992,1.3,102.0,0
9.0,0.38,7.8,3.16,23.0,0.29,0.3,0.054,0.9998,16.85,135.0,0
9.0,0.38,7.8,3.16,23.0,0.29,0.3,0.054,0.9998,16.85,135.0,0
9.4,0.38,5.7,3.27,73.5,0.27,0.26,0.201,0.9942,4.1,189.5,0
9.0,0.38,7.8,3.16,23.0,0.29,0.3,0.054,0.9998,16.85,135.0,0
9.6,0.8,7.5,3.29,50.0,0.34,0.14,0.055,0.9945,1.3,153.0,0
9.0,0.38,7.8,3.16,23.0,0.29,0.3,0.054,0.9998,16.85,135.0,0
9.4,0.38,5.7,3.27,73.5,0.27,0.26,0.201,0.9942,4.1,189.5,0
10.4,0.38,8.2,3.07,15.0,0.49,0.23,0.057,0.9928,0.9,73.0,0
10.4,0.41,6.0,3.52,34.0,0.32,0.24,0.03,0.9946,6.3,129.0,1
9.5,0.32,6.1,3.23,13.0,0.27,0.45,0.039,0.9927,0.8,82.0,1
10.6,0.62,7.4,3.22,22.0,0.43,0.23,0.044,0.9938,1.4,113.0,0
11.0,0.37,7.2,3.21,21.0,0.38,0.2,0.037,0.9918,1.0,74.0,1
9.6,0.8,7.5,3.29,50.0,0.34,0.14,0.055,0.9945,1.3,153.0,0
9.9,0.5,7.7,3.38,20.0,0.43,0.25,0.062,0.9966,4.5,115.0,0
9.6,0.34,8.2,3.14,15.0,0.45,0.61,0.03,0.9954,5.4,118.0,1
12.8,0.7,7.6,3.01,10.0,0.44,0.21,0.036,0.9913,1.9,119.0,0
11.4,0.55,7.4,3.42,31.0,0.33,0.22,0.045,0.9931,2.0,101.0,1
10.0,0.5,7.2,3.41,49.0,0.26,0.26,0.036,0.9986,12.7,214.0,0
9.1,0.44,6.4,3.0,57.0,0.41,0.25,0.042,0.9965,8.6,173.0,1
10.2,0.54,6.8,3.46,19.0,0.29,0.25,0.042,0.9952,2.0,189.0,0
9.2,0.39,9.8,2.97,35.0,0.4,0.44,0.036,0.9956,2.8,167.0,1
9.4,0.36,7.2,3.23,31.0,0.25,0.2,0.044,0.9949,4.5,109.0,1
9.6,0.34,8.2,3.14,15.0,0.45,0.61,0.03,0.9954,5.4,118.0,1
10.1,0.36,7.5,3.12,20.0,0.45,0.42,0.029,0.996,9.1,125.0,0
11.4,0.55,7.4,3.42,31.0,0.33,0.22,0.045,0.9931,2.0,101.0,1
10.6,0.47,6.4,3.21,33.0,0.3,0.26,0.025,0.992,2.2,134.0,0
8.9,0.51,6.5,3.12,65.0,0.64,0.41,0.065,0.9978,11.8,225.0,1
9.3,0.43,7.5,3.09,22.0,0.37,0.32,0.048,0.9938,1.2,184.0,1
9.9,0.33,7.1,3.13,45.0,0.3,0.21,0.037,0.9932,1.4,143.0,0
9.6,0.45,7.6,3.1,5.0,0.47,0.26,0.068,0.9944,1.6,55.0,1
12.8,0.7,7.6,3.01,10.0,0.44,0.21,0.036,0.9913,1.9,119.0,0
9.2,0.42,7.1,2.96,29.0,0.32,0.26,0.074,0.998,14.45,107.0,0
9.6,0.6,6.2,3.33,36.0,0.22,0.37,0.025,0.9964,8.3,216.0,0
9.2,0.46,7.9,3.03,53.0,0.45,0.22,0.038,0.9992,14.2,141.0,0
9.2,0.42,7.1,2.96,29.0,0.32,0.26,0.074,0.998,14.45,107.0,0
10.8,0.45,6.8,3.3,37.0,0.37,0.18,0.027,0.992,1.5,93.0,0
9.0,0.37,6.4,3.1,35.0,0.38,0.3,0.046,0.9955,7.8,192.0,1
10.7,0.44,5.0,3.48,10.0,0.16,0.33,0.049,0.9917,1.5,97.0,0
10.7,0.44,5.0,3.48,10.0,0.16,0.33,0.049,0.9917,1.5,97.0,0
9.4,0.46,8.9,3.19,11.0,0.32,0.33,0.047,0.9954,1.5,200.0,1
8.8,0.35,7.0,2.94,61.0,0.46,0.26,0.037,0.9986,15.55,171.0,0
9.0,0.37,6.4,3.1,35.0,0.38,0.3,0.046,0.9955,7.8,192.0,1
11.5,0.49,6.3,3.42,48.0,0.4,0.21,0.031,0.9917,1.7,134.0,0
12.5,0.47,8.0,3.23,30.0,0.46,0.23,0.03,0.9907,1.5,125.0,0
10.5,0.25,9.2,2.96,14.0,0.41,0.28,0.042,0.9922,1.0,59.0,0
9.7,0.3,7.3,3.29,28.0,0.39,0.27,0.064,0.9958,6.7,188.0,1
11.3,0.52,7.6,3.23,32.0,0.36,0.32,0.04,0.993,1.6,155.0,0
10.7,0.44,5.0,3.48,10.0,0.16,0.33,0.049,0.9917,1.5,97.0,0
10.8,0.47,9.7,2.74,11.0,0.45,0.24,0.033,0.9926,1.2,59.0,0
10.6,0.43,8.0,3.17,41.0,0.42,0.28,0.045,0.9959,7.1,169.0,1
9.2,0.48,8.0,2.94,24.0,0.38,0.61,0.301,0.9993,12.1,220.0,1
11.0,0.44,6.4,3.33,15.5,0.33,0.23,0.044,0.992,1.15,217.5,0
10.0,0.67,7.6,3.16,21.0,0.39,0.28,0.038,0.994,1.2,115.0,0
10.6,0.43,8.0,3.17,41.0,0.42,0.28,0.045,0.9959,7.1,169.0,1
12.7,0.53,6.8,3.14,19.0,0.37,0.32,0.023,0.9902,3.4,87.0,0
10.5,0.42,6.9,3.1,20.0,0.38,0.18,0.039,0.9943,6.5,110.0,1
12.5,0.28,9.4,3.23,25.0,0.53,0.26,0.047,0.9921,1.2,109.0,0
8.7,0.41,7.3,3.06,46.0,0.3,0.29,0.043,0.9986,13.0,238.0,0
11.0,0.44,7.7,3.38,29.0,0.3,0.39,0.037,0.9943,5.2,131.0,0
10.1,0.5,7.7,3.42,47.0,0.31,0.26,0.043,0.9937,1.3,155.0,0
10.5,0.48,7.8,3.03,46.0,0.31,0.32,0.036,0.993,1.7,195.0,1
12.7,0.53,6.8,3.14,19.0,0.37,0.32,0.023,0.9902,3.4,87.0,0
10.9,0.51,7.3,3.17,35.0,0.39,0.24,0.024,0.9928,3.6,116.0,1
9.7,0.59,10.3,3.19,28.0,0.48,0.25,0.042,0.998,2.2,164.0,1
9.2,0.43,7.9,3.45,44.0,0.28,0.14,0.041,0.9954,1.8,178.0,0
10.1,0.32,6.4,3.29,23.0,0.22,0.26,0.037,0.9944,5.1,131.0,1
11.3,0.4,7.2,3.25,25.0,0.34,0.21,0.046,0.992,1.1,80.0,0
10.4,0.51,8.4,3.15,46.0,0.44,0.57,0.051,0.9981,10.7,195.0,1
9.3,0.42,5.7,3.13,28.0,0.33,0.245,0.049,0.9927,1.1,150.0,1
9.3,0.42,5.6,3.12,24.0,0.32,0.245,0.047,0.9927,1.1,152.0,0
9.2,0.3,7.0,3.08,58.0,0.73,0.16,0.138,0.9936,1.0,150.0,1
10.3,0.57,6.4,3.81,29.0,0.34,0.22,0.057,0.9959,1.8,104.0,0
9.4,0.62,7.3,3.33,28.0,0.65,0.18,0.046,0.9946,1.4,157.0,0
10.2,0.35,6.4,3.28,88.0,0.27,0.17,0.036,0.9948,6.7,223.0,0
9.0,0.39,6.9,3.08,65.0,0.16,0.29,0.034,0.9955,6.8,212.0,0
9.3,0.36,6.2,3.06,64.0,0.38,0.21,0.036,0.9951,6.8,245.0,0
9.2,0.34,6.4,3.06,63.0,0.3,0.23,0.037,0.9952,7.1,236.0,0
9.4,0.64,7.3,3.32,31.0,0.68,0.19,0.05,0.9946,1.5,156.0,0
9.4,0.62,7.3,3.33,28.0,0.65,0.18,0.046,0.9946,1.4,157.0,0
9.5,0.46,9.6,2.92,77.5,0.46,0.29,0.039,0.9944,1.45,223.0,0
9.9,0.39,7.2,3.46,15.0,0.35,0.14,0.036,0.9938,1.2,73.0,1
9.4,0.35,7.6,3.04,21.0,0.29,0.31,0.04,0.9966,10.5,145.0,1
9.4,0.58,8.4,3.07,55.0,0.56,0.35,0.048,0.9993,13.8,190.0,0
10.9,0.42,8.1,3.21,23.0,0.47,0.5,0.037,0.9938,1.1,126.0,1
9.4,0.48,7.0,3.2,32.0,0.31,0.39,0.169,0.9965,5.3,162.0,1
10.9,0.42,8.1,3.21,23.0,0.47,0.5,0.037,0.9938,1.1,126.0,1
9.4,0.58,8.4,3.07,55.0,0.56,0.35,0.048,0.9993,13.8,190.0,0
9.2,0.46,6.2,3.22,20.0,0.27,0.22,0.064,0.9938,1.5,132.0,0
9.4,0.35,7.6,3.04,21.0,0.29,0.31,0.04,0.9966,10.5,145.0,1
10.8,0.37,7.0,3.33,10.0,0.36,0.24,0.083,0.9942,4.9,133.0,0
10.5,0.62,6.6,3.29,14.0,0.3,0.27,0.025,0.9928,1.9,153.0,0
12.5,0.78,7.8,3.02,29.0,0.41,0.16,0.026,0.991,1.7,140.0,0
8.7,0.43,7.4,3.02,51.0,0.74,0.31,0.039,0.9977,10.7,147.0,1
12.5,0.78,7.8,3.02,29.0,0.41,0.16,0.026,0.991,1.7,140.0,0
11.2,0.44,6.6,3.38,15.0,0.3,0.16,0.034,0.992,1.6,78.0,0
9.7,0.42,8.4,3.14,16.0,0.33,0.16,0.033,0.994,1.5,98.0,0
9.7,0.56,7.5,3.04,54.0,0.32,0.23,0.038,0.9966,9.2,191.0,0
10.3,0.54,6.2,3.5,14.0,0.3,0.17,0.037,0.993,1.1,79.0,0
9.7,0.56,7.5,3.04,54.0,0.32,0.23,0.038,0.9966,9.2,191.0,0
10.9,0.44,7.5,3.32,30.0,0.33,0.38,0.045,0.9942,5.0,131.0,0
12.4,0.47,7.3,3.3,45.0,0.39,0.34,0.04,0.9925,5.2,163.0,0
11.5,0.4,7.8,2.96,45.0,0.28,0.23,0.042,0.9928,4.75,166.0,1
10.2,0.35,9.0,2.93,52.0,0.38,0.245,0.045,0.995,5.9,159.0,0
11.4,0.27,6.9,3.22,51.0,0.4,0.2,0.032,0.9939,7.7,176.0,1
9.6,0.33,7.4,3.3,39.0,0.42,0.19,0.067,0.9958,6.4,212.0,0
10.3,0.3,8.2,3.05,60.0,0.36,0.2,0.035,0.9952,8.1,163.0,0
9.3,0.75,8.0,2.95,61.0,0.71,0.59,0.038,1.0,17.35,228.0,1
9.5,0.62,9.7,2.98,23.0,0.59,0.14,0.049,0.9958,1.5,142.0,1
10.4,0.45,9.2,3.02,22.0,0.68,0.15,0.046,0.9948,1.6,130.0,0
10.3,0.61,9.4,3.02,14.0,0.55,0.17,0.049,0.9949,1.6,94.0,0
9.9,0.39,5.2,3.46,37.0,0.08,0.365,0.041,0.997,13.5,142.0,0
10.7,0.5,6.3,3.23,37.0,0.22,0.23,0.039,0.9927,3.75,116.0,0
10.5,0.43,9.6,2.94,16.0,0.54,0.25,0.04,0.9938,1.3,160.0,1
9.6,0.48,9.2,3.08,14.0,0.42,0.32,0.046,0.9949,1.3,186.0,1
9.3,0.46,6.4,3.15,46.0,0.4,0.31,0.04,0.9953,6.2,169.0,0
10.0,0.46,8.1,3.1,63.0,0.36,0.2,0.044,0.997,9.7,162.0,0
11.2,0.39,7.9,3.04,40.0,0.26,0.255,0.026,0.9932,2.0,190.0,0
10.8,0.62,7.0,3.32,21.0,0.34,0.15,0.039,0.9927,1.4,177.0,1
10.3,0.51,6.4,3.54,25.0,0.31,0.15,0.044,0.9932,1.1,96.0,0
8.8,0.42,6.4,3.03,59.0,0.53,0.25,0.038,0.9955,6.6,234.0,1
12.8,0.74,7.6,3.04,6.0,0.42,0.19,0.044,0.9914,1.5,114.0,0
13.2,0.43,7.3,3.23,17.0,0.37,0.43,0.028,0.991,4.6,114.0,0
10.1,0.56,5.1,3.54,28.0,0.3,0.31,0.037,0.992,0.9,152.0,0
11.0,0.66,6.2,3.44,40.0,0.26,0.2,0.093,0.9924,1.7,161.0,1
10.8,0.62,6.9,3.25,21.0,0.35,0.16,0.043,0.9927,1.3,182.0,0
9.2,0.36,6.5,3.12,33.0,0.72,0.22,0.042,0.9958,6.8,168.0,0
10.5,0.44,6.8,3.12,44.0,0.33,0.26,0.047,0.9928,1.5,167.0,0
11.7,0.38,5.2,3.37,13.0,0.33,0.37,0.028,0.9902,1.2,81.0,0
9.5,0.46,8.4,2.85,20.0,0.43,0.19,0.052,0.994,2.1,104.0,1
9.5,0.45,8.3,2.85,24.0,0.41,0.21,0.05,0.994,2.2,108.0,1
8.8,0.4,6.8,3.4,24.0,0.32,0.15,0.058,0.9972,8.8,110.0,0
12.4,0.34,9.0,3.21,26.0,0.5,0.24,0.048,0.9918,1.2,107.0,0
10.1,0.72,5.7,3.65,60.0,0.24,0.21,0.047,0.995,2.3,189.0,0
10.0,0.52,6.7,3.29,40.0,0.3,0.18,0.048,0.9956,6.4,251.0,1
10.0,0.52,6.7,3.29,40.0,0.3,0.18,0.048,0.9956,6.4,251.0,1
10.8,0.39,8.4,2.99,37.0,0.27,0.58,0.033,0.9959,12.15,116.0,0
10.0,0.33,7.2,3.27,50.0,0.32,0.16,0.04,0.9922,0.8,121.0,0
10.4,0.33,7.6,3.04,13.0,0.23,0.54,0.029,0.9931,2.0,151.0,1
10.8,0.39,8.4,2.99,37.0,0.27,0.58,0.033,0.9959,12.15,116.0,0
9.8,0.47,6.6,3.51,52.0,0.31,0.25,0.059,0.9984,12.4,181.0,0
10.1,0.72,5.7,3.65,60.0,0.24,0.21,0.047,0.995,2.3,189.0,0
10.0,0.52,6.7,3.29,40.0,0.3,0.18,0.048,0.9956,6.4,251.0,1
9.0,0.41,7.8,3.43,43.0,0.3,0.13,0.04,0.9955,1.8,179.0,1
11.4,0.42,7.6,2.92,38.0,0.41,0.19,0.04,0.9907,1.1,143.0,1
8.9,0.59,7.3,3.32,55.0,0.41,0.22,0.05,1.0,15.4,191.0,0
9.3,0.44,6.3,3.15,43.0,0.4,0.29,0.039,0.9953,6.5,167.0,0
10.5,0.37,6.2,3.52,56.0,0.26,0.12,0.044,0.9951,5.7,158.0,0
11.4,0.42,7.6,2.92,38.0,0.41,0.19,0.04,0.9907,1.1,143.0,1
10.9,0.43,7.0,3.25,22.0,0.41,0.14,0.037,0.9914,0.9,95.0,0
8.9,0.45,7.6,3.15,19.0,0.24,0.27,0.058,0.9958,3.8,115.0,1
8.9,0.59,7.3,3.32,55.0,0.41,0.22,0.05,1.0,15.4,191.0,0
9.3,0.49,7.4,2.9,42.0,0.47,0.64,0.168,0.9984,14.15,185.0,1
10.4,0.4,7.6,3.25,23.0,0.39,0.28,0.052,0.9941,1.9,116.0,0
9.5,0.68,10.7,2.87,37.0,0.56,0.22,0.044,0.998,8.2,181.0,0
9.5,0.68,10.7,2.87,37.0,0.56,0.22,0.044,0.998,8.2,181.0,0
11.4,0.69,6.9,3.15,6.0,0.41,0.27,0.047,0.9929,1.7,134.0,0
11.4,0.71,6.9,3.16,10.0,0.41,0.28,0.05,0.993,1.7,136.0,0
10.4,0.42,6.9,3.1,5.0,0.2,0.46,0.054,0.992,0.9,126.0,0
9.1,0.35,6.6,3.12,28.0,0.16,0.56,0.045,0.994,3.1,92.0,0
10.5,0.33,7.1,3.24,25.0,0.56,0.36,0.046,0.9923,1.3,102.0,0
11.4,0.7,6.8,3.23,5.0,0.4,0.23,0.047,0.993,1.6,133.0,0
9.5,0.64,6.2,3.77,26.0,0.29,0.33,0.042,0.9956,1.3,138.0,1
13.4,0.51,6.6,3.28,15.0,0.33,0.42,0.034,0.99,2.8,85.0,0
10.0,0.34,8.1,3.06,73.0,0.4,0.19,0.037,0.9926,0.9,180.0,0
10.1,0.42,5.9,3.49,33.0,0.26,0.19,0.034,0.995,7.4,123.0,0
12.2,0.42,6.2,3.26,23.0,0.47,0.16,0.029,0.99,1.4,81.0,0
13.4,0.51,6.6,3.28,15.0,0.33,0.42,0.034,0.99,2.8,85.0,0
9.3,0.42,5.7,3.31,19.0,0.3,0.135,0.042,0.9946,4.6,101.0,0
11.5,0.46,7.0,3.19,32.0,0.34,0.2,0.035,0.9928,5.7,83.0,0
9.3,0.52,6.3,3.17,57.0,0.48,0.67,0.052,0.9979,12.6,222.0,0
11.6,0.38,9.0,2.9,11.0,0.48,0.31,0.043,0.9938,6.6,73.0,1
11.4,0.78,7.1,2.91,16.0,0.28,0.19,0.033,0.993,3.6,78.0,0
10.6,0.41,7.9,3.14,29.0,0.34,0.2,0.04,0.9932,1.2,118.0,0
11.6,0.4,7.1,3.31,39.0,0.32,0.26,0.037,0.9934,5.9,97.0,0
11.5,0.46,7.0,3.19,32.0,0.34,0.2,0.035,0.9928,5.7,83.0,0
10.8,0.41,8.1,3.14,22.0,0.49,0.29,0.042,0.9944,7.1,124.0,0
11.3,0.38,5.8,3.29,55.0,0.3,0.17,0.037,0.9909,1.4,130.0,0
9.3,0.36,5.9,3.36,22.0,0.02,0.415,0.038,0.9932,0.8,63.0,1
10.0,0.6,6.6,3.36,16.0,0.26,0.23,0.045,0.9934,1.3,128.0,0
10.2,0.55,6.9,3.13,18.0,0.74,0.35,0.044,0.992,1.0,132.0,1
11.6,0.37,6.2,3.27,17.0,0.49,0.18,0.047,0.9919,4.5,90.0,0
9.1,0.47,5.3,3.32,25.0,0.24,0.165,0.051,0.9925,1.1,105.0,1
10.8,0.41,8.1,3.14,22.0,0.49,0.29,0.042,0.9944,7.1,124.0,0
11.4,0.35,6.8,3.25,26.0,0.49,0.22,0.052,0.991,0.9,128.0,0
12.7,0.34,7.2,3.05,34.0,0.49,0.22,0.045,0.99,1.0,140.0,0
11.3,0.55,7.4,3.13,35.0,0.49,0.25,0.042,0.9917,1.1,156.0,1
9.6,0.46,6.1,3.3,18.0,0.49,0.22,0.051,0.9928,1.5,87.0,1
9.6,0.46,6.1,3.3,18.0,0.49,0.22,0.051,0.9928,1.5,87.0,1
12.2,0.33,7.1,3.07,32.0,0.49,0.29,0.031,0.9893,1.2,99.0,0
11.3,0.55,7.4,3.13,35.0,0.49,0.25,0.042,0.9917,1.1,156.0,1
9.6,0.5,6.9,3.17,19.0,0.24,0.23,0.053,0.9982,14.2,94.0,1
9.2,0.7,8.5,2.99,51.0,0.74,0.56,0.051,1.0005,17.85,243.0,1
9.5,0.34,6.3,3.23,67.0,0.49,0.23,0.05,0.9951,7.1,210.0,1
8.9,0.47,6.1,3.16,67.0,0.49,0.25,0.052,0.9956,7.6,226.0,1
8.8,0.44,7.2,3.03,56.0,0.74,0.26,0.05,0.998,13.6,162.0,1
10.5,0.35,7.2,3.16,17.0,0.24,0.31,0.057,0.9928,1.4,117.0,1
9.4,0.34,8.0,3.08,27.0,0.49,0.25,0.061,0.9938,1.2,117.0,1
12.2,0.4,7.0,3.24,34.0,0.49,0.18,0.04,0.9914,5.3,125.0,0
11.3,0.35,7.8,3.14,37.0,0.49,0.43,0.033,0.9955,13.0,158.0,0
12.2,0.42,8.3,3.25,33.0,0.74,0.2,0.044,0.9924,4.45,130.0,0
12.2,0.42,6.3,3.38,35.0,0.49,0.27,0.063,0.9911,1.2,92.0,0
11.2,0.47,7.4,3.23,18.0,0.49,0.16,0.055,0.9917,1.2,150.0,0
11.2,0.47,7.4,3.23,18.0,0.49,0.16,0.055,0.9917,1.2,150.0,0
11.5,0.27,6.9,3.2,49.0,0.49,0.19,0.036,0.9932,6.6,172.0,0
11.3,0.35,7.8,3.14,37.0,0.49,0.43,0.033,0.9955,13.0,158.0,0
9.3,0.42,7.2,3.01,11.0,0.49,0.4,0.048,0.9929,1.1,138.0,1
11.3,0.35,7.8,3.14,37.0,0.49,0.43,0.033,0.9955,13.0,158.0,0
9.2,0.54,8.3,2.99,50.0,0.49,0.21,0.054,1.0012,19.8,231.0,1
9.2,0.81,6.9,3.0,44.0,0.74,0.34,0.069,0.9968,11.2,150.0,1
12.2,0.42,6.3,3.38,35.0,0.49,0.27,0.063,0.9911,1.2,92.0,0
12.2,0.42,8.3,3.25,33.0,0.74,0.2,0.044,0.9924,4.45,130.0,0
12.2,0.41,7.1,3.31,42.0,0.74,0.22,0.044,0.991,2.7,144.0,0
10.6,0.42,7.9,3.24,27.0,0.49,0.11,0.048,0.9946,4.5,133.0,0
12.4,0.4,8.5,3.28,29.0,0.74,0.17,0.05,0.9928,3.6,128.0,0
10.8,0.44,6.4,3.56,54.0,0.49,0.145,0.048,0.9946,5.4,164.0,0
11.2,0.47,7.4,3.23,18.0,0.49,0.16,0.055,0.9917,1.2,150.0,0
11.0,0.46,8.3,3.06,11.0,0.49,0.19,0.051,0.9918,1.2,137.0,0
10.2,0.53,7.0,3.46,19.0,0.74,0.2,0.044,0.9931,0.8,163.0,1
11.5,0.27,6.9,3.2,49.0,0.49,0.19,0.036,0.9932,6.6,172.0,0
9.8,0.39,6.5,3.19,15.0,0.24,0.24,0.046,0.9928,1.6,60.0,1
9.3,0.42,7.2,3.01,11.0,0.49,0.4,0.048,0.9929,1.1,138.0,1
11.3,0.35,7.8,3.14,37.0,0.49,0.43,0.033,0.9955,13.0,158.0,0
11.4,0.28,7.8,3.15,6.0,0.49,0.21,0.052,0.9911,1.35,48.0,1
10.8,0.48,7.0,3.21,39.0,0.49,0.2,0.038,0.9938,5.9,128.0,0
10.2,0.44,7.2,3.46,18.0,0.49,0.08,0.05,0.9945,1.3,148.0,0
10.7,0.36,7.1,3.22,40.0,0.49,0.85,0.028,0.9962,8.7,184.0,1
10.8,0.29,7.6,3.05,10.0,0.24,0.51,0.04,0.992,1.2,104.0,0
11.5,0.28,7.9,2.99,39.0,0.24,0.22,0.044,0.9927,4.6,159.0,0
10.7,0.49,7.7,3.32,20.0,0.49,0.16,0.056,0.9948,2.0,124.0,0
10.2,0.44,7.2,3.46,18.0,0.49,0.08,0.05,0.9945,1.3,148.0,0
10.1,0.6,6.6,3.37,26.0,0.24,0.25,0.048,0.9942,1.7,124.0,0
10.4,0.81,6.7,3.62,57.0,0.49,0.16,0.046,0.9952,2.4,187.0,0
10.6,0.39,7.4,2.98,20.0,0.49,0.28,0.034,0.9918,1.5,126.0,0
9.4,0.7,6.2,3.3,17.0,0.49,0.15,0.033,0.9932,0.9,51.0,0
9.8,0.45,6.7,3.51,44.0,0.74,0.25,0.054,1.0004,19.4,169.0,0
9.5,0.54,6.5,3.18,68.0,0.74,0.26,0.044,0.9972,13.3,224.0,0
9.3,0.41,7.9,2.99,52.0,0.74,0.16,0.037,0.9998,17.85,187.0,1
10.3,0.45,5.6,3.55,28.0,0.49,0.185,0.03,0.9918,1.1,117.0,0
11.1,0.62,7.5,3.06,8.0,0.49,0.2,0.031,0.9918,1.3,97.0,1
10.0,0.48,8.0,3.14,47.0,0.49,0.3,0.046,0.9964,9.4,188.0,1
10.4,0.32,6.7,3.41,6.0,0.24,0.62,0.039,0.9934,1.1,62.0,1
12.5,0.42,7.7,3.16,23.0,0.49,0.27,0.041,0.9914,1.8,86.0,0
13.0,0.6,6.7,3.22,14.0,0.24,0.51,0.043,0.9904,2.1,155.0,0
10.1,0.37,8.3,3.05,34.0,0.49,0.2,0.04,0.9938,1.7,169.0,1
9.2,0.36,6.6,3.13,17.0,0.24,0.3,0.034,0.9933,1.2,121.0,1
11.0,0.52,8.1,3.1,51.0,0.49,0.2,0.051,0.9954,8.1,205.0,0
10.0,0.64,7.8,3.22,59.0,0.74,0.26,0.044,0.996,7.5,160.0,0
9.8,0.44,6.8,3.55,50.0,0.49,0.21,0.06,0.9991,14.5,170.0,0
10.5,0.47,7.9,3.16,15.0,0.49,0.2,0.053,0.993,1.6,144.0,1
10.0,0.48,8.0,3.23,10.0,0.49,0.18,0.061,0.9942,1.8,145.0,1
11.2,0.51,8.8,3.02,15.0,0.74,0.23,0.042,0.9934,3.2,126.0,0
11.2,0.28,7.3,3.01,48.0,0.49,0.22,0.031,0.9937,9.9,161.0,0
