WI,89,415,No,No,0,326.3,112,55.47,165.1,110,14.03,162.9,97,7.33,7.5,1,2.03,1
MT,109,510,No,No,0,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59,3
DE,138,510,Yes,No,0,46.5,104,7.91,186,114,15.81,167.5,95,7.54,9.6,4,2.59,4
NY,171,415,No,No,0,137.5,110,23.38,198.1,109,16.84,292.7,131,13.17,13.3,5,3.59,2
NC,58,510,No,No,0,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,1,3.75,0
OH,68,415,Yes,Yes,24,125.7,92,21.37,275.9,98,23.45,214.5,108,9.65,14.2,6,3.83,3
TX,201,415,No,No,0,225.9,110,38.4,299.1,86,25.42,251.3,81,11.31,11.2,4,3.02,1
AK,111,415,No,No,0,172.8,58,29.38,183.1,108,15.56,158.8,104,7.15,7.9,3,2.13,4
CT,64,415,Yes,No,0,225.3,134,38.3,108.2,87,9.2,139.6,132,6.28,17.3,9,4.67,1
MS,86,510,No,Yes,39,261.2,122,44.4,214.2,101,18.21,154.9,101,6.97,12.7,5,3.43,2
WY,134,510,No,No,0,296,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32,0
MD,73,510,No,No,0,254.7,80,43.3,90.2,79,7.67,153.4,60,6.9,10.6,8,2.86,0
DC,139,510,No,No,0,203.2,81,34.54,152.5,99,12.96,197.8,76,8.9,9.7,3,2.62,2
PA,92,415,Yes,No,0,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,0
WV,72,510,No,Yes,33,96.6,59,16.42,315.4,98,26.81,163.3,117,7.35,6.2,4,1.67,4
IN,130,408,No,No,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1
ID,86,415,No,No,0,194.2,98,33.01,193.8,95,16.47,192,123,8.64,9.3,7,2.51,3
RI,143,408,No,No,0,167.8,72,28.53,211,99,17.94,153.5,109,6.91,10.5,6,2.84,4
ID,193,415,No,No,0,96.8,92,16.46,142.6,103,12.12,210.1,115,9.45,10.9,5,2.94,2
NE,67,510,No,Yes,31,175.2,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56,1
IA,143,510,No,Yes,33,141.4,130,24.04,186.4,114,15.84,210,111,9.45,7.7,6,2.08,1
IA,81,510,No,No,0,261.4,141,44.44,215.7,102,18.33,271.8,96,12.23,8,6,2.16,1
NC,182,415,No,No,0,279.5,118,47.52,203.2,113,17.27,174.2,101,7.84,10.7,4,2.89,2
MN,139,510,No,No,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5
DC,180,415,No,Yes,33,231.8,78,39.41,232.9,79,19.8,206.9,121,9.31,7.6,4,2.05,1
NY,77,415,No,Yes,33,143,101,24.31,212.2,102,18.04,104.9,120,4.72,15.3,4,4.13,5
CO,128,510,No,No,0,199.3,86,33.88,194.8,102,16.56,298.2,82,13.42,14.3,2,3.86,4
MD,102,415,No,No,0,271.1,80,46.09,172,133,14.62,169.2,105,7.61,10.3,5,2.78,1
ID,88,415,No,No,0,55.6,65,9.45,242.7,121,20.63,176.3,134,7.93,11.3,4,3.05,0
TX,1,415,No,No,0,182.1,106,30.96,134.9,106,11.47,152.3,75,6.85,10,3,2.7,5
AK,51,510,Yes,Yes,12,135.8,60,23.09,200.6,134,17.05,192.4,98,8.66,12.3,7,3.32,2
VA,150,510,No,No,0,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,1
MO,160,415,No,No,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13,3,3.51,2
ME,131,510,Yes,Yes,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4
IN,113,415,No,No,0,209.4,151,35.6,347.3,113,29.52,246,116,11.07,7.4,2,2,1
TX,50,510,No,No,0,188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3
VT,117,408,Yes,No,0,167.1,86,28.41,177.5,87,15.09,249.4,132,11.22,14.1,7,3.81,2
VT,95,510,Yes,Yes,41,136.8,91,23.26,200.8,61,17.07,133.7,67,6.02,10.3,9,2.78,5
SD,64,415,No,No,0,174.5,98,29.67,180.2,103,15.32,179,89,8.06,10.7,2,2.89,2
OR,89,415,No,No,0,111.2,101,18.9,122.1,94,10.38,180.8,85,8.14,12.6,2,3.4,3
RI,39,408,No,No,0,93.3,83,15.86,199.6,114,16.97,206.2,104,9.28,6.5,4,1.76,0
PA,53,415,No,No,0,205.1,86,34.87,160.5,95,13.64,149.5,142,6.73,10.7,2,2.89,3
PA,140,408,No,No,0,112.8,89,19.18,156.7,65,13.32,249.6,85,11.23,16.3,6,4.4,0
VA,99,415,No,Yes,42,216,125,36.72,232.3,104,19.75,215.5,100,9.7,9.3,4,2.51,2
NY,144,408,No,No,0,61.6,117,10.47,77.1,85,6.55,173,99,7.79,8.2,7,2.21,4
ND,27,415,No,No,0,227.4,67,38.66,248,115,21.08,61.4,109,2.76,7.8,6,2.11,1
OH,135,415,No,No,0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4
WA,174,408,No,Yes,33,167.8,91,28.53,205.3,91,17.45,130,132,5.85,14.5,4,3.92,4
AZ,88,415,No,No,0,172.8,81,29.38,193.4,90,16.44,89.6,107,4.03,12.8,5,3.46,2
NV,105,415,Yes,Yes,29,220.7,82,37.52,217.7,110,18.5,190.5,100,8.57,13.2,6,3.56,1
OR,159,510,No,No,0,114.8,98,19.52,192.6,101,16.37,259,108,11.66,12.2,5,3.29,0
SC,78,415,No,Yes,21,160.6,85,27.3,223.1,79,18.96,124,92,5.58,9.5,1,2.57,2
TN,112,415,No,No,0,272.5,119,46.33,226.1,94,19.22,159.1,94,7.16,16.4,5,4.43,3
WA,78,408,No,No,0,140.7,77,23.92,195.2,114,16.59,252.9,107,11.38,11.7,5,3.16,0
NH,115,510,No,No,0,109.7,148,18.65,223.8,87,19.02,240.3,96,10.81,15.4,8,4.16,3
MA,58,408,No,No,0,174.4,112,29.65,265.8,122,22.59,182.4,87,8.21,0,0,0,4
ND,79,408,No,No,0,205.7,123,34.97,214.5,108,18.23,226.1,106,10.17,6.7,18,1.81,1
ID,119,415,No,No,0,159.1,114,27.05,231.3,117,19.66,143.2,91,6.44,8.8,3,2.38,5
ID,114,408,No,Yes,19,154.6,100,26.28,241.6,109,20.54,160,112,7.2,12.6,1,3.4,3
OR,99,408,No,No,0,256.4,44,43.59,214.5,105,18.23,233.7,75,10.52,7.9,1,2.13,3
VT,120,415,No,No,0,149.2,98,25.36,193.6,88,16.46,248.9,119,11.2,11.1,5,3,1
CT,119,408,No,No,0,294.2,100,50.01,232.5,53,19.76,195,64,8.78,9,1,2.43,0
NV,94,408,Yes,No,0,89.5,94,15.22,339.9,106,28.89,172.9,76,7.78,7.9,1,2.13,1
GA,128,408,Yes,Yes,18,222.1,89,37.76,160.6,109,13.65,218.8,102,9.85,13.6,2,3.67,0
NY,91,415,No,Yes,20,146.1,98,24.84,277.4,104,23.58,137.7,100,6.2,6.2,3,1.67,1
TX,169,408,No,No,0,266.7,105,45.34,158.2,88,13.45,287.7,111,12.95,13.8,3,3.73,3
CT,22,408,No,No,0,207.7,116,35.31,210.6,99,17.9,238.2,88,10.72,9.6,5,2.59,0
MA,71,510,No,No,0,290.4,108,49.37,253.9,92,21.58,263.3,126,11.85,10.1,5,2.73,3
MI,108,408,Yes,No,0,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2
NJ,64,510,No,No,0,162.6,83,27.64,152.3,109,12.95,57.5,122,2.59,14.2,3,3.83,1
PA,65,415,No,Yes,23,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0
WV,63,510,No,No,0,261.8,69,44.51,245,135,20.83,202.1,94,9.09,14.7,4,3.97,0
VA,146,415,No,No,0,205.4,101,34.92,134.9,77,11.47,310.5,83,13.97,10.3,2,2.78,3
MO,85,510,No,No,0,165.8,96,28.19,190,141,16.15,144,116,6.48,10.9,3,2.94,5
DE,122,510,No,No,0,157.1,134,26.71,184.9,122,15.72,197.2,59,8.87,8.5,5,2.3,4
CT,147,415,No,No,0,124.4,74,21.15,320.9,78,27.28,157.2,126,7.07,10.4,4,2.81,2
TX,64,415,No,No,0,168,116,28.56,192.4,94,16.35,166.5,98,7.49,10.1,3,2.73,2
UT,111,510,No,No,0,191.3,80,32.52,138.5,94,11.77,246,107,11.07,6.4,3,1.73,2
MD,154,510,No,No,0,154.5,122,26.27,214.2,71,18.21,178,105,8.01,12,2,3.24,3
NH,130,408,No,No,0,68.4,86,11.63,193.3,110,16.43,171.5,139,7.72,10.4,4,2.81,0
NJ,64,415,No,No,0,224.8,111,38.22,190,101,16.15,221.4,110,9.96,9.2,2,2.48,1
OR,51,510,No,No,0,51.8,107,8.81,230.2,104,19.57,227.5,118,10.24,10.4,4,2.81,2
MA,105,415,No,Yes,21,147,112,24.99,197.3,43,16.77,267.4,93,12.03,8.7,3,2.35,2
MA,79,415,No,No,0,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3
NV,116,408,No,No,0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2
SC,108,415,No,No,0,112,105,19.04,193.7,110,16.46,208.9,93,9.4,4.1,4,1.11,4
WA,120,408,No,Yes,28,215.8,123,36.69,285.2,76,24.24,192.1,78,8.64,6.9,3,1.86,1
OR,149,415,Yes,No,0,176.2,87,29.95,145,81,12.33,249.5,92,11.23,5.7,4,1.54,0
TN,69,510,No,No,0,195.3,70,33.2,216.7,108,18.42,259.9,119,11.7,12.5,4,3.38,3
MN,113,408,No,No,0,158.9,137,27.01,242.8,109,20.64,247.8,97,11.15,6.5,4,1.76,0
ME,80,408,No,No,0,322.3,113,54.79,222,95,18.87,162.8,123,7.33,6.7,8,1.81,0
LA,43,415,No,No,0,241.9,101,41.12,129.4,121,11,264.8,104,11.92,5.9,3,1.59,1
NE,131,408,No,Yes,36,214.2,115,36.41,161.7,117,13.74,264.7,102,11.91,9.5,4,2.57,3
WV,92,510,No,Yes,16,184,99,31.28,76.4,134,6.49,185.1,96,8.33,12.7,3,3.43,2
TX,119,510,No,No,0,81.9,75,13.92,253.8,114,21.57,213.1,125,9.59,8.9,1,2.4,2
TX,38,510,No,No,0,149,92,25.33,49.2,78,4.18,163.3,93,7.35,13.9,11,3.75,0
ME,174,415,No,No,0,190.3,98,32.35,252.7,70,21.48,220.6,97,9.93,7.2,9,1.94,2
NV,160,415,No,No,0,176.2,90,29.95,196,115,16.66,263.9,95,11.88,9.2,4,2.48,1
TX,208,510,No,No,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2
UT,161,510,Yes,No,0,194.2,106,33.01,249.4,105,21.2,254.9,129,11.47,12.9,1,3.48,1
NJ,162,408,No,No,0,217.6,87,36.99,279,71,23.72,250.7,65,11.28,10.4,4,2.81,2
SD,91,415,No,No,0,153,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1
ID,119,415,Yes,Yes,32,173,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29,0
ND,84,415,No,Yes,33,159.1,106,27.05,149.8,101,12.73,213.4,108,9.6,13,18,3.51,1
AZ,72,510,No,No,0,272.4,88,46.31,107.9,125,9.17,185.5,81,8.35,12.7,2,3.43,0
ME,23,510,No,No,0,113.1,74,19.23,168.8,95,14.35,262.9,126,11.83,6.9,2,1.86,1
HI,101,415,No,Yes,24,114.1,95,19.4,161.5,86,13.73,176.3,90,7.93,13,9,3.51,2
ND,59,510,No,No,0,179.4,80,30.5,232.5,99,19.76,175.8,105,7.91,14.7,3,3.97,0
DC,24,408,No,No,0,149,73,25.33,131,81,11.14,238.6,69,10.74,8.6,3,2.32,2
CT,37,408,No,No,0,134.9,98,22.93,248.4,130,21.11,236.2,113,10.63,14.7,2,3.97,3
AR,99,510,Yes,No,0,242.3,102,41.19,350.9,102,29.83,163.1,93,7.34,11.3,3,3.05,0
HI,99,415,No,No,0,62.9,81,10.69,231,64,19.64,168.9,121,7.6,8.5,5,2.3,1
GA,160,415,No,No,0,174.3,105,29.63,171.3,107,14.56,220.8,131,9.94,8.3,2,2.24,0
RI,56,415,No,No,0,226,112,38.42,248.5,118,21.12,140.5,142,6.32,6.9,11,1.86,1
CO,77,408,No,No,0,62.4,89,10.61,169.9,121,14.44,209.6,64,9.43,5.7,6,1.54,5
NH,60,415,No,No,0,180.3,67,30.65,208,68,17.68,181.2,101,8.15,12.8,6,3.46,2
KY,172,415,No,No,0,172.5,85,29.33,253.1,71,21.51,221.6,113,9.97,5.9,6,1.59,0
IN,110,415,No,No,0,151.8,106,25.81,138,126,11.73,233.5,112,10.51,11.2,8,3.02,3
NY,112,408,No,Yes,30,60.6,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,3.59,0
MA,40,408,No,Yes,31,224.7,69,38.2,134.5,81,11.43,120.3,104,5.41,7.5,5,2.03,1
PA,97,510,Yes,No,0,145,103,24.65,294.3,93,25.02,239.8,120,10.79,11,2,2.97,4
NY,161,415,No,No,0,332.9,67,56.59,317.8,97,27.01,160.6,128,7.23,5.4,9,1.46,4
NJ,93,415,Yes,Yes,20,187.5,110,31.88,169.8,94,14.43,175.3,127,7.89,12.1,4,3.27,1
OR,80,415,No,No,0,113.2,86,19.24,185.5,97,15.77,237.3,145,10.68,9.5,5,2.57,1
WV,133,510,No,No,0,176.8,92,30.06,187.5,97,15.94,196.8,88,8.86,6.5,3,1.76,2
GA,64,408,No,No,0,124.1,117,21.1,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73,3
AL,125,408,No,No,0,169.3,90,28.78,156,138,13.26,210.8,106,9.49,11.6,6,3.13,2
DE,51,415,Yes,No,0,153.6,108,26.11,232.9,85,19.8,214.2,92,9.64,14.1,4,3.81,0
KY,57,415,No,Yes,29,279.9,121,47.58,223.1,109,18.96,251.7,94,11.33,13,2,3.51,1
PA,75,510,No,No,0,109,88,18.53,259.3,120,22.04,182.1,119,8.19,13.3,3,3.59,4
CT,160,415,No,No,0,234.9,136,39.93,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75,1
WY,111,415,No,No,0,146.2,55,24.85,261.5,83,22.23,163.2,116,7.34,8.7,3,2.35,3
KS,131,415,No,Yes,28,249.6,87,42.43,227.2,138,19.31,239.9,92,10.8,7.6,3,2.05,3
IL,16,415,Yes,No,0,110,91,18.7,147.3,75,12.52,190.5,73,8.57,6.4,7,1.73,0
WA,60,415,Yes,No,0,205.9,97,35,277.4,117,23.58,202,139,9.09,11,2,2.97,0
DE,224,510,Yes,No,0,171.5,99,29.16,160,103,13.6,212.4,102,9.56,5,2,1.35,1
WY,122,415,No,No,0,119.3,93,20.28,223.9,103,19.03,211.9,122,9.54,8.7,4,2.35,2
MI,53,415,No,No,0,57.5,95,9.78,265.5,131,22.57,244.3,128,10.99,11.6,6,3.13,3
OH,123,408,No,Yes,39,270.4,99,45.97,245.1,110,20.83,108.9,113,4.9,15.4,7,4.16,1
WI,153,510,No,No,0,159.5,103,27.12,275.5,90,23.42,176.7,126,7.95,10.1,2,2.73,1
MI,134,415,No,Yes,41,162,82,27.54,324.7,77,27.6,160.1,112,7.2,11.9,5,3.21,0
NJ,131,415,No,No,0,211.8,115,36.01,260.5,102,22.14,144.2,96,6.49,10.8,7,2.92,0
UT,133,408,No,Yes,44,174,80,29.58,209.4,113,17.8,224.1,87,10.08,14.1,7,3.81,2
AR,118,415,No,No,0,267.8,145,45.53,316.4,121,26.89,208.6,91,9.39,14.4,11,3.89,5
CO,121,408,Yes,No,0,167.7,94,28.51,93.7,121,7.96,241.3,115,10.86,13.4,1,3.62,3
